geography,id,hhcars0_control,hhcars1_control,hhcars2_control,hhcars3_control,hhpersons1_control,hhpersons2_control,hhpersons3_control,hhpersons4_control,hhpersons5_control,hhpersons6_control,hhpersons7_control,hhpersons8_control,hhpersons9_control,hhpersons10_control,hhchildren0_control,hhchildren1_control,hhchildren2_control,hhchildren3_control,hhincome0_control,hhincome26153_control,hhincome54517_control,hhincome98123_control,hhworkers0_control,hhworkers1_control,hhworkers2_control,hhworkers3_control,hhage_of_head5_control,hhage_of_head18_control,hhage_of_head25_control,hhage_of_head35_control,hhage_of_head65_control,hhrace_id1_control,hhrace_id2_control,hhrace_id3_control,hhrace_id4_control,num_hh_control,age0_control,age18_control,age25_control,age65_control,sex1_control,sex2_control,race_id1_control,race_id2_control,race_id3_control,race_id4_control,hhcars0_result,hhcars1_result,hhcars2_result,hhcars3_result,hhpersons1_result,hhpersons2_result,hhpersons3_result,hhpersons4_result,hhpersons5_result,hhpersons6_result,hhpersons7_result,hhpersons8_result,hhpersons9_result,hhpersons10_result,hhchildren0_result,hhchildren1_result,hhchildren2_result,hhchildren3_result,hhincome0_result,hhincome26153_result,hhincome54517_result,hhincome98123_result,hhworkers0_result,hhworkers1_result,hhworkers2_result,hhworkers3_result,hhage_of_head5_result,hhage_of_head18_result,hhage_of_head25_result,hhage_of_head35_result,hhage_of_head65_result,hhrace_id1_result,hhrace_id2_result,hhrace_id3_result,hhrace_id4_result,num_hh_result,age0_result,age18_result,age25_result,age65_result,sex1_result,sex2_result,race_id1_result,race_id2_result,race_id3_result,race_id4_result,hhcars0_diff,hhcars1_diff,hhcars2_diff,hhcars3_diff,hhpersons1_diff,hhpersons2_diff,hhpersons3_diff,hhpersons4_diff,hhpersons5_diff,hhpersons6_diff,hhpersons7_diff,hhpersons8_diff,hhpersons9_diff,hhpersons10_diff,hhchildren0_diff,hhchildren1_diff,hhchildren2_diff,hhchildren3_diff,hhincome0_diff,hhincome26153_diff,hhincome54517_diff,hhincome98123_diff,hhworkers0_diff,hhworkers1_diff,hhworkers2_diff,hhworkers3_diff,hhage_of_head5_diff,hhage_of_head18_diff,hhage_of_head25_diff,hhage_of_head35_diff,hhage_of_head65_diff,hhrace_id1_diff,hhrace_id2_diff,hhrace_id3_diff,hhrace_id4_diff,num_hh_diff,age0_diff,age18_diff,age25_diff,age65_diff,sex1_diff,sex2_diff,race_id1_diff,race_id2_diff,race_id3_diff,race_id4_diff
TAZ,1276,52,367,404,181,306,253,176,132,61,47,20,5,4,0,653,154,115,82,186,314,245,259,248,407,272,77,0,26,146,529,303,692,162,44,106,1004,664,154,1148,705,1310,1361,1771,437,127,336,52,367,403,182,306,254,176,132,60,47,20,5,4,0,653,154,115,82,186,314,245,259,248,407,272,77,0,26,144,529,305,693,162,44,105,1004,658,155,1153,702,1306,1362,1765,437,128,338,0,0,-1,1,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,2,1,0,0,-1,0,-6,1,5,-3,-4,1,-6,0,1,2
TAZ,1277,133,814,493,214,906,373,125,128,89,33,0,0,0,0,1353,116,123,62,463,486,318,387,625,665,293,71,0,36,198,771,649,1162,267,64,161,1654,553,147,1432,1050,1474,1708,2135,501,155,391,133,815,493,213,905,373,126,128,89,33,0,0,0,0,1353,115,124,62,463,486,319,386,625,666,292,71,0,36,198,767,653,1163,268,64,159,1654,555,147,1438,1044,1474,1710,2136,499,154,395,0,1,0,-1,-1,0,1,0,0,0,0,0,0,0,0,-1,1,0,0,0,1,-1,0,1,-1,0,0,0,0,-4,4,1,1,0,-2,0,2,0,6,-6,0,2,1,-2,-1,4
TAZ,1278,59,331,769,337,202,733,252,193,53,61,2,0,0,0,1088,196,151,61,121,291,409,675,335,538,515,108,0,26,165,795,510,1088,202,56,150,1496,701,222,1732,1186,1870,1971,2716,506,168,451,59,332,768,337,203,732,251,193,54,61,2,0,0,0,1087,197,151,61,121,292,408,675,335,538,515,108,0,27,163,793,513,1088,202,55,151,1496,699,223,1738,1182,1868,1974,2714,506,164,458,0,1,-1,0,1,-1,-1,0,1,0,0,0,0,0,-1,1,0,0,0,1,-1,0,0,0,0,0,0,1,-2,-2,3,0,0,-1,1,0,-2,1,6,-4,-2,3,-2,0,-4,7
TAZ,1279,36,339,628,311,256,523,247,191,24,45,16,8,3,1,950,166,136,62,51,236,386,641,257,484,474,99,0,12,153,727,422,958,157,38,161,1314,654,177,1570,1009,1687,1723,2385,411,123,491,36,338,628,312,256,524,247,191,24,45,16,7,3,1,950,166,136,62,51,235,386,642,257,483,475,99,0,12,152,727,423,957,158,38,161,1314,652,177,1572,1003,1685,1719,2377,415,121,491,0,-1,0,1,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,1,0,-1,1,0,0,0,-1,0,1,-1,1,0,0,0,-2,0,2,-6,-2,-4,-8,4,-2,0
TAZ,1280,63,402,556,292,376,449,200,188,74,16,6,2,1,1,963,170,136,44,126,264,324,599,301,499,413,100,0,30,141,740,402,942,177,47,147,1313,584,172,1520,893,1552,1617,2199,387,139,444,63,402,556,292,376,449,200,189,73,16,6,2,1,1,962,170,137,44,126,264,324,599,300,500,413,100,0,30,142,738,403,943,176,47,147,1313,586,172,1522,888,1549,1619,2195,391,139,443,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,-1,0,1,0,0,0,0,0,-1,1,0,0,0,0,1,-2,1,1,-1,0,0,0,2,0,2,-5,-3,2,-4,4,0,-1
TAZ,1281,29,210,480,266,170,328,159,263,36,29,0,0,0,0,626,142,172,45,67,94,212,612,167,350,375,93,0,13,110,589,273,732,114,29,110,985,629,146,1264,670,1338,1371,1936,306,96,371,29,210,479,267,170,328,159,263,36,29,0,0,0,0,626,142,172,45,68,94,211,612,168,349,375,93,0,13,109,590,273,731,115,29,110,985,628,146,1270,665,1337,1372,1934,307,96,372,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,1,-1,0,0,0,0,-1,1,0,-1,1,0,0,0,-1,0,6,-5,-1,1,-2,1,0,1
TAZ,1282,37,315,531,231,243,477,189,122,65,14,1,2,0,1,824,152,93,45,116,172,391,435,242,433,372,67,0,18,128,602,366,799,151,42,122,1114,482,126,1270,816,1320,1374,1851,358,127,358,38,314,532,230,244,476,189,122,64,15,1,2,0,1,824,152,93,45,116,171,392,435,243,432,371,68,0,18,127,602,367,798,152,42,122,1114,484,126,1273,811,1319,1375,1851,358,125,360,1,-1,1,-1,1,-1,0,0,-1,1,0,0,0,0,0,0,0,0,0,-1,1,0,1,-1,-1,1,0,0,-1,0,1,-1,1,0,0,0,2,0,3,-5,-1,1,0,0,-2,2
TAZ,1283,15,125,275,189,66,155,187,92,77,22,3,1,1,0,339,131,91,43,61,73,76,394,85,192,232,95,1,4,64,394,141,420,82,23,79,604,445,125,864,426,907,953,1266,248,69,277,14,126,276,188,66,156,186,92,77,22,3,1,1,0,339,131,91,43,61,73,77,393,85,193,232,94,1,3,64,395,141,421,82,22,79,604,446,122,866,425,903,956,1265,248,66,280,-1,1,1,-1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,-1,0,-1,0,1,0,1,0,-1,0,0,1,-3,2,-1,-4,3,-1,0,-3,3
TAZ,1284,26,165,270,129,139,219,124,82,19,2,3,1,1,0,444,75,58,13,87,102,152,249,140,210,186,54,0,13,73,323,181,446,68,11,65,590,234,87,687,414,680,742,1040,166,31,185,26,166,269,129,139,219,124,82,19,2,3,1,1,0,444,75,58,13,87,102,152,249,140,210,186,54,0,13,72,323,182,446,68,11,65,590,233,87,689,413,681,741,1040,166,31,185,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,-1,0,2,-1,1,-1,0,0,0,0
TAZ,1285,16,200,406,249,173,333,185,116,45,14,5,0,0,0,605,136,97,33,45,51,181,594,131,319,337,84,0,5,104,522,240,649,97,19,106,871,437,115,1013,637,1091,1111,1583,233,61,325,16,200,406,249,173,333,185,116,45,14,5,0,0,0,605,136,97,33,45,51,181,594,131,320,336,84,0,5,103,519,244,654,92,19,106,871,435,115,1019,633,1090,1112,1573,243,62,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,-1,-3,4,5,-5,0,0,0,-2,0,6,-4,-1,1,-10,10,1,-1
TAZ,1286,105,661,443,167,547,381,172,114,129,19,9,1,3,1,1046,150,113,67,430,421,387,138,465,581,257,73,0,45,202,642,487,969,250,55,102,1376,599,244,1588,717,1461,1687,2120,578,156,294,105,661,443,167,545,384,172,113,129,20,9,1,3,0,1048,149,112,67,430,422,386,138,465,581,257,73,0,45,202,642,487,973,247,54,102,1376,604,245,1581,714,1461,1683,2114,585,154,291,0,0,0,0,-2,3,0,-1,0,1,0,0,0,-1,2,-1,-1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,4,-3,-1,0,0,5,1,-7,-3,0,-4,-6,7,-2,-3
TAZ,1287,37,286,378,142,242,351,114,110,20,4,1,1,0,0,650,98,79,16,91,229,238,285,199,361,238,45,0,17,103,444,279,623,112,19,89,843,308,98,872,587,907,958,1345,252,41,227,37,287,378,141,242,351,114,110,20,4,1,1,0,0,649,99,78,17,91,229,238,285,198,362,238,45,0,17,104,441,281,626,112,16,89,843,309,96,877,583,908,957,1342,254,44,225,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,0,0,0,0,-1,1,0,0,0,0,1,-3,2,3,0,-3,0,0,1,-2,5,-4,1,-1,-3,2,3,-2
TAZ,1288,69,462,551,217,459,516,233,36,33,21,1,0,0,0,1076,153,40,30,206,244,323,526,337,535,369,58,0,25,147,653,474,952,180,43,124,1299,331,128,1288,885,1281,1351,1879,368,100,285,69,463,551,216,458,517,233,36,33,21,1,0,0,0,1076,153,40,30,206,244,324,525,337,535,369,58,0,26,146,651,476,953,180,43,123,1299,330,127,1294,882,1283,1350,1880,368,98,287,0,1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,1,-1,-2,2,1,0,0,-1,0,-1,-1,6,-3,2,-1,1,0,-2,2
TAZ,1289,34,259,518,264,214,475,200,116,53,17,0,0,0,0,822,138,76,39,72,173,184,646,209,397,383,86,0,10,107,621,337,785,127,21,142,1075,412,132,1218,833,1284,1311,1863,293,63,376,34,259,517,265,214,475,199,116,54,17,0,0,0,0,822,138,76,39,72,173,184,646,209,398,381,87,0,10,107,619,339,788,127,20,140,1075,411,132,1225,829,1285,1312,1861,294,60,382,0,0,-1,1,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,0,0,0,-2,2,3,0,-1,-2,0,-1,0,7,-4,1,1,-2,1,-3,6
TAZ,1290,62,408,315,144,457,222,123,41,20,65,1,0,0,0,751,78,55,45,151,279,239,260,286,407,174,62,1,18,114,442,354,666,135,34,94,929,343,91,834,663,873,1058,1331,269,76,255,62,409,314,144,457,223,123,41,19,65,1,0,0,0,749,79,56,45,152,278,239,260,287,408,172,62,0,18,114,439,358,669,137,33,90,929,335,91,844,658,871,1057,1319,269,73,267,0,1,-1,0,0,1,0,0,-1,0,0,0,0,0,-2,1,1,0,1,-1,0,0,1,1,-2,0,-1,0,0,-3,4,3,2,-1,-4,0,-8,0,10,-5,-2,-1,-12,0,-3,12
TAZ,1291,0,1,0,2,0,0,0,2,0,1,0,0,0,0,1,0,2,0,1,0,1,1,0,0,2,1,0,0,1,2,0,1,0,2,0,3,4,0,8,2,7,7,8,0,6,0,0,1,0,2,0,0,0,2,0,1,0,0,0,0,1,0,2,0,0,0,1,2,0,0,2,1,0,0,1,2,0,2,0,1,0,3,4,0,9,1,7,7,9,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,1,-1,0,0,1,0,-2,1
TAZ,1292,11,64,133,54,56,114,51,13,15,12,1,0,0,0,201,36,11,14,24,41,65,132,53,95,96,18,0,4,26,151,81,198,32,11,21,262,103,34,302,204,321,322,490,85,15,53,11,64,133,54,55,114,51,14,14,13,1,0,0,0,201,36,11,14,23,40,64,135,53,94,96,19,0,4,26,152,80,201,32,9,20,262,104,35,305,203,322,325,497,80,14,56,0,0,0,0,-1,0,0,1,-1,1,0,0,0,0,0,0,0,0,-1,-1,-1,3,0,-1,0,1,0,0,0,1,-1,3,0,-2,-1,0,1,1,3,-1,1,3,7,-5,-1,3
TAZ,1293,24,134,156,68,111,171,70,6,21,3,0,0,0,0,310,47,14,11,81,66,118,117,114,156,95,17,0,10,35,200,137,274,54,15,39,382,109,39,373,289,399,411,560,108,34,108,24,134,155,69,111,171,70,6,21,3,0,0,0,0,310,48,14,10,80,67,118,117,114,156,95,17,0,10,34,200,138,273,54,15,40,382,107,39,376,288,400,410,558,113,33,106,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,1,0,0,0,0,0,0,0,0,-1,0,1,-1,0,0,1,0,-2,0,3,-1,1,-1,-2,5,-1,-2
TAZ,1294,32,217,289,131,177,253,142,55,36,1,3,1,0,1,511,96,41,21,87,144,175,263,167,258,200,44,0,8,79,329,253,459,97,32,81,669,246,76,676,556,747,807,1040,209,93,212,32,218,288,131,179,252,142,54,36,1,3,1,0,1,511,96,41,21,87,145,174,263,167,259,199,44,0,8,79,328,254,461,97,31,80,669,248,76,675,551,745,805,1040,207,90,213,0,1,-1,0,2,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-1,0,0,0,0,-1,1,2,0,-1,-1,0,2,0,-1,-5,-2,-2,0,-2,-3,1
TAZ,1295,24,188,336,187,148,300,134,126,15,8,2,2,0,0,552,100,72,11,65,82,148,440,150,268,250,67,0,11,87,398,239,521,107,16,91,735,277,93,842,595,919,888,1234,254,57,262,24,188,335,188,148,300,134,126,15,8,2,2,0,0,551,100,73,11,64,82,148,441,150,268,250,67,0,11,87,397,240,521,107,16,91,735,280,93,843,591,919,888,1230,251,57,269,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,-1,0,0,1,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,3,0,1,-4,0,0,-4,-3,0,7
TAZ,1296,19,74,53,17,66,53,21,5,14,0,3,1,0,0,120,18,12,13,105,33,25,0,68,71,21,3,0,7,21,76,59,108,32,10,13,163,86,21,175,72,156,198,240,73,14,27,19,74,53,17,66,53,21,5,14,0,3,1,0,0,120,18,12,13,105,33,25,0,68,71,21,3,0,6,21,77,59,110,32,8,13,163,86,19,176,73,157,197,237,73,17,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,2,0,-2,0,0,0,-2,1,1,1,-1,-3,0,3,0
TAZ,1297,32,121,39,13,123,15,33,21,0,11,1,0,1,0,154,18,25,8,166,32,6,1,106,76,18,5,0,13,31,75,86,128,50,12,15,205,100,49,173,96,191,227,244,103,42,29,32,120,40,13,122,15,34,21,0,11,1,0,1,0,154,18,25,8,166,32,6,1,106,75,19,5,0,13,31,76,85,128,51,11,15,205,100,49,174,97,191,229,239,108,41,32,0,-1,1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,1,-1,0,1,-1,0,0,0,0,1,1,0,2,-5,5,-1,3
TAZ,1298,43,159,84,40,145,75,68,29,0,0,5,1,3,0,241,44,30,11,192,95,27,12,141,131,41,13,0,20,35,147,124,210,75,20,21,326,150,65,328,142,312,373,403,177,45,60,43,159,84,40,145,75,68,29,0,0,5,1,3,0,242,43,30,11,192,96,27,11,142,130,41,13,0,20,35,147,124,211,74,20,21,326,152,64,326,143,310,375,406,174,44,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,0,-1,1,-1,0,0,0,0,0,0,0,1,-1,0,0,0,2,-1,-2,1,-2,2,3,-3,-1,1
TAZ,1299,16,98,59,26,98,61,20,15,3,0,0,1,0,1,166,12,16,5,86,65,43,5,89,80,26,4,0,8,18,87,86,138,38,5,18,199,69,31,178,100,178,200,251,67,21,39,16,97,59,27,98,61,20,15,3,0,0,1,0,1,165,12,17,5,85,65,44,5,88,79,28,4,0,8,18,88,85,139,37,5,18,199,67,29,176,101,172,201,250,65,21,37,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,-1,0,1,0,-1,-1,2,0,0,0,0,1,-1,1,-1,0,0,0,-2,-2,-2,1,-6,1,-1,-2,0,-2
TAZ,1300,8,89,52,13,65,55,13,17,12,0,0,0,0,0,122,16,17,7,41,92,26,3,56,72,30,4,0,5,26,73,58,106,26,16,14,162,71,21,180,70,167,175,193,58,46,45,8,90,51,13,64,55,13,18,12,0,0,0,0,0,121,16,18,7,41,92,26,3,56,72,30,4,0,6,27,73,56,105,27,16,14,162,74,20,181,70,168,177,194,59,48,44,0,1,-1,0,-1,0,0,1,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-2,-1,1,0,0,0,3,-1,1,0,1,2,1,1,2,-1
TAZ,1301,1,9,4,1,6,4,4,1,0,0,0,0,0,0,12,1,1,1,9,3,2,1,7,7,1,0,0,2,4,5,4,5,7,0,3,15,6,3,17,4,11,19,8,14,2,6,1,9,4,1,5,4,4,2,0,0,0,0,0,0,12,1,1,1,9,3,2,1,7,7,1,0,0,2,4,5,4,5,7,0,3,15,6,4,18,5,11,22,10,17,2,4,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,2,3,0,-2
TAZ,1302,53,177,151,90,166,116,51,80,51,6,1,0,0,0,321,62,61,27,182,93,108,88,160,178,102,31,0,12,58,239,162,324,67,22,58,471,267,99,600,203,556,613,749,169,74,177,53,178,151,89,165,116,51,80,51,6,2,0,0,0,320,62,61,28,182,93,108,88,159,180,101,31,0,12,57,240,162,323,67,22,59,471,273,99,599,204,558,617,746,173,76,180,0,1,0,-1,-1,0,0,0,0,0,1,0,0,0,-1,0,0,1,0,0,0,0,-1,2,-1,0,0,0,-1,1,0,-1,0,0,1,0,6,0,-1,1,2,4,-3,4,2,3
TAZ,1303,78,367,381,136,283,333,180,103,44,0,14,2,2,1,728,111,79,44,267,242,330,123,318,378,217,49,0,23,113,437,389,654,178,38,92,962,426,205,1135,502,1068,1200,1437,454,118,259,78,366,381,137,283,333,179,103,45,0,14,2,2,1,727,111,79,45,266,242,331,123,318,379,216,49,0,23,114,437,388,654,178,38,92,962,432,197,1134,502,1063,1202,1438,450,118,259,0,-1,0,1,0,0,-1,0,1,0,0,0,0,0,-1,0,0,1,-1,0,1,0,0,1,-1,0,0,0,1,0,-1,0,0,0,0,0,6,-8,-1,0,-5,2,1,-4,0,0
TAZ,1304,88,364,179,68,359,203,91,33,10,1,2,0,0,0,591,60,36,12,325,225,119,30,320,274,92,13,1,31,78,285,304,473,138,32,56,699,174,103,602,361,556,684,796,264,77,103,88,364,178,69,359,203,91,33,10,1,2,0,0,0,591,60,37,11,323,225,120,31,320,274,92,13,1,31,77,287,303,473,139,31,56,699,169,104,601,366,557,683,801,261,72,106,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-2,0,1,1,0,0,0,0,0,0,-1,2,-1,0,1,-1,0,0,-5,1,-1,5,1,-1,5,-3,-5,3
TAZ,1305,90,535,330,136,436,305,145,128,17,19,29,10,0,2,812,122,98,59,498,365,149,79,431,419,194,47,0,46,149,469,427,748,201,53,89,1091,547,229,1203,517,1178,1318,1587,481,174,254,90,534,331,136,436,305,145,128,17,19,29,10,0,2,813,121,98,59,498,366,148,79,431,419,194,47,0,45,149,472,425,749,201,52,89,1091,553,223,1201,519,1174,1322,1592,479,172,253,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,-1,0,0,0,0,0,0,-1,0,3,-2,1,0,-1,0,0,6,-6,-2,2,-4,4,5,-2,-2,-1
TAZ,1307,50,154,89,32,139,80,62,26,0,4,9,3,1,1,245,41,23,16,172,83,59,11,129,133,58,5,0,8,51,137,129,229,54,12,30,325,156,63,347,157,311,412,455,152,42,74,50,155,88,32,139,80,62,26,0,4,9,3,1,1,244,41,24,16,173,83,59,10,129,134,58,4,0,8,51,137,129,228,55,12,30,325,160,62,345,156,312,411,452,155,41,75,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,1,0,0,-1,0,1,0,-1,0,0,0,0,0,-1,1,0,0,0,4,-1,-2,-1,1,-1,-3,3,-1,1
TAZ,1308,47,358,273,94,279,200,225,47,7,9,5,0,0,0,584,122,49,17,240,295,205,32,263,312,158,39,0,32,106,343,291,519,133,35,85,772,283,152,865,366,790,876,1043,308,95,220,47,359,273,93,279,200,226,47,7,8,5,0,0,0,585,123,48,16,240,296,204,32,263,312,158,39,0,32,107,343,290,517,135,35,85,772,278,151,861,373,789,874,1040,311,93,219,0,1,0,-1,0,0,1,0,0,-1,0,0,0,0,1,1,-1,-1,0,1,-1,0,0,0,0,0,0,0,1,0,-1,-2,2,0,0,0,-5,-1,-4,7,-1,-2,-3,3,-2,-1
TAZ,1309,60,297,251,106,191,243,132,31,83,30,2,0,0,2,482,101,52,79,275,207,185,47,203,306,178,27,0,33,95,367,219,472,140,43,59,714,463,171,907,290,852,979,1154,358,140,179,60,296,251,107,191,243,132,31,84,30,2,0,0,1,483,100,53,78,274,208,186,46,204,305,179,26,0,33,95,365,221,471,140,43,60,714,463,164,905,289,843,978,1146,355,142,178,0,-1,0,1,0,0,0,0,1,0,0,0,0,-1,1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,0,0,0,-2,2,-1,0,0,1,0,0,-7,-2,-1,-9,-1,-8,-3,2,-1
TAZ,1310,93,346,221,75,257,191,100,47,77,50,11,0,0,2,494,81,78,82,440,192,93,10,301,274,129,31,0,31,99,355,250,482,141,40,72,735,528,166,903,318,861,1054,1187,374,154,200,94,346,221,74,257,191,100,47,77,50,11,0,0,2,494,81,78,82,440,192,93,10,301,274,129,31,0,31,99,354,251,484,140,39,72,735,530,165,900,318,862,1051,1192,371,150,200,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,2,-1,-1,0,0,2,-1,-3,0,1,-3,5,-3,-4,0
TAZ,1311,38,147,88,28,113,117,18,26,8,8,7,3,1,0,230,26,22,23,184,67,45,5,129,114,49,9,0,6,41,127,127,198,63,14,26,301,153,46,314,162,302,373,409,149,52,65,39,146,88,28,113,117,18,25,9,8,7,3,1,0,230,26,22,23,184,67,45,5,130,113,49,9,0,7,40,126,128,197,63,14,27,301,154,48,313,161,303,373,404,151,52,69,1,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,-1,-1,1,-1,0,0,1,0,1,2,-1,-1,1,0,-5,2,0,4
TAZ,1312,80,306,248,88,184,322,39,101,47,16,7,5,1,0,513,79,74,56,426,182,89,25,292,264,140,26,1,33,114,301,273,461,163,47,51,722,413,160,856,349,822,956,1066,405,144,163,80,307,248,87,184,323,39,101,46,16,7,5,1,0,514,79,74,55,426,182,89,25,293,263,140,26,1,32,114,301,274,460,164,47,51,722,414,159,855,347,821,954,1055,411,144,165,0,1,0,-1,0,1,0,0,-1,0,0,0,0,0,1,0,0,-1,0,0,0,0,1,-1,0,0,0,-1,0,0,1,-1,1,0,0,0,1,-1,-1,-2,-1,-2,-11,6,0,2
TAZ,1313,194,700,268,80,698,236,152,76,40,28,6,3,1,2,971,121,90,60,935,210,71,26,639,451,123,29,1,45,145,522,529,818,271,58,95,1242,506,185,1124,582,1064,1333,1474,543,169,211,195,700,268,79,698,236,153,76,40,28,6,3,1,1,973,121,89,59,937,210,70,25,638,453,123,28,1,45,146,524,526,818,271,58,95,1242,504,179,1118,585,1054,1332,1464,543,169,210,1,0,0,-1,0,0,1,0,0,0,0,0,0,-1,2,0,-1,-1,2,0,-1,-1,-1,2,0,-1,0,0,1,2,-3,0,0,0,0,0,-2,-6,-6,3,-10,-1,-10,0,0,-1
TAZ,1314,107,413,285,84,335,324,119,70,27,11,3,0,0,0,693,93,69,34,441,287,109,52,376,347,142,24,0,40,109,384,356,588,183,46,72,889,339,165,919,419,824,1018,1164,374,112,192,106,414,284,85,335,324,118,71,27,11,3,0,0,0,694,92,70,33,440,288,109,52,377,346,142,24,0,40,111,385,353,589,182,46,72,889,341,165,914,423,823,1020,1166,372,113,192,-1,1,-1,1,0,0,-1,1,0,0,0,0,0,0,1,-1,1,-1,-1,1,0,0,1,-1,0,0,0,0,2,1,-3,1,-1,0,0,0,2,0,-5,4,-1,2,2,-2,1,0
TAZ,1315,37,186,185,65,89,185,34,127,12,19,6,0,0,1,297,56,91,29,218,126,114,15,139,202,112,20,0,19,87,221,146,313,96,30,34,473,338,120,653,189,608,692,817,259,108,116,37,186,184,66,89,185,34,128,11,19,6,0,0,1,298,56,90,29,219,125,114,15,139,203,111,20,0,19,87,220,147,313,96,30,34,473,341,116,650,187,602,692,814,257,107,116,0,0,-1,1,0,0,0,1,-1,0,0,0,0,0,1,0,-1,0,1,-1,0,0,0,1,-1,0,0,0,0,-1,1,0,0,0,0,0,3,-4,-3,-2,-6,0,-3,-2,-1,0
TAZ,1316,50,150,107,35,147,112,61,18,3,0,1,0,0,0,284,38,13,7,187,83,53,19,150,131,52,9,0,13,43,144,142,230,74,10,28,342,87,62,330,169,272,376,404,152,25,67,50,150,107,35,146,112,61,18,3,0,2,0,0,0,284,37,13,8,188,82,54,18,149,133,51,9,0,13,43,145,141,229,74,11,28,342,89,63,329,173,277,377,407,153,28,66,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,-1,0,1,1,-1,1,-1,-1,2,-1,0,0,0,0,1,-1,-1,0,1,0,0,2,1,-1,4,5,1,3,1,3,-1
TAZ,1318,120,549,437,169,428,366,266,148,43,4,13,3,4,0,899,194,134,48,553,369,265,88,442,505,256,72,0,57,181,592,445,836,249,68,122,1275,624,281,1473,562,1413,1527,1826,597,196,321,120,548,438,169,428,367,266,148,42,4,13,3,4,0,904,192,132,47,552,370,265,88,443,505,255,72,0,57,180,591,447,835,250,68,122,1275,629,281,1469,558,1410,1527,1821,602,194,320,0,-1,1,0,0,1,0,0,-1,0,0,0,0,0,5,-2,-2,-1,-1,1,0,0,1,0,-1,0,0,0,-1,-1,2,-1,1,0,0,0,5,0,-4,-4,-3,0,-5,5,-2,-1
TAZ,1319,12,29,38,10,18,38,20,9,2,2,0,0,0,0,64,14,6,5,35,19,24,11,29,35,20,5,1,1,14,41,32,61,19,1,8,89,43,13,115,41,112,100,138,48,3,23,12,29,38,10,17,38,20,9,2,3,0,0,0,0,64,14,6,5,35,19,24,11,29,36,19,5,1,1,14,41,32,61,19,1,8,89,43,14,115,45,114,103,141,49,3,24,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,3,3,1,0,1
